CID;Meno/Priezvisko;Priezvisko;Tituly;sex;Datum narodenia;PSC;mesto;kraj;Danovy domicil;Stĺpec2;dom2
2001909;Mera;Groeneweg;;female;1928-02-15;54497;Horath;Rheinland-Pfalz;SK;0;SK
2001416;Ilkim-Berrin;BraukmĂĽller;;female;1926-02-15;54538;Bengel;Rheinland-Pfalz;SK;0;SK
2008474;Kathy;Oellrich;;female;1993-03-15;6343;Mansfeld;Sachsen-Anhalt;AT;2;AT
2007228;Hettie;GrĂĽnhage;;female;1985-03-15;17139;Duckow;Mecklenburg-Vorpommern;SK;0;SK
2001837;Wladimir;Kentzler;;male;1975-03-15;88319;Aitrach;Baden-WĂĽrttemberg;DE;1;DE
2005477;Charlie;Feidl;;male;1970-03-15;22609;Hamburg Nienstedten;Hamburg;AT;2;AT
2006854;Jaylin;Rotschadel;;female;1952-03-15;97274;Leinach;Bayern;AT;2;AT
2000376;Shaida;Kortkamp;;female;1933-03-15;56291;Lingerhahn;Rheinland-Pfalz;DE;1;DE
2001764;Nataly;Kalchbrenner;;female;2002-03-15;15366;Neuenhagen bei Berlin;Brandenburg;AT;2;AT
2009756;Benel;RĂ¶slen;;male;1992-03-15;21035;Hamburg Bergedorf;Hamburg;DE;1;DE
2002394;Kian-Malik;Faland;;male;1989-03-15;57319;Bad Berleburg SchĂĽllar;Nordrhein-Westfalen;DE;1;DE
2000874;Milla-Maria;Wannieck;;female;1973-03-15;16818;Basdorf;Brandenburg;AT;2;AT
2000763;Kristion;Jahndel;;male;1972-03-15;15518;SteinhĂ¶fel Hasenfelde;Brandenburg;SK;0;SK
2006823;FedoroviÄŤ;Menzelius;;male;1949-03-15;53579;Erpel;Rheinland-Pfalz;AT;2;AT
2006730;Bafuta;Marxmann;;female;1938-03-15;36157;Ebersburg;Hessen;SK;0;SK
2001941;Juliena;Koyuncu;;female;1920-03-15;25497;Prisdorf;Schleswig-Holstein;DE;1;DE
2007052;Miroslav;Matthijssen;;male;1987-03-15;23719;Glasau;Schleswig-Holstein;SK;0;SK
2005461;Alvina;Schickor;;female;1985-03-15;17389;Anklam;Mecklenburg-Vorpommern;DE;1;DE
2008399;Cullen;Frommjohann;;male;1970-03-15;37327;Breitenbach;ThĂĽringen;DE;1;DE
2007810;Widad;Heinrichmaier;;female;1967-03-15;76356;Weingarten;Baden-WĂĽrttemberg;AT;2;AT
2006048;Genius-Alvaro;Nikolajsen;;male;1927-03-15;64407;FrĂ¤nkisch-Crumbach;Hessen;AT;2;AT
2006529;Ewan;Vollers;;male;1926-03-15;24975;Husby;Schleswig-Holstein;SK;0;SK
2010032;Colin;MĂ¶hlenbrok;;male;2008-05-15;35799;Merenberg;Hessen;DE;1;DE
2007055;Furkan-Efe;Roskam;;male;1991-05-15;31700;HeuerĂźen;Niedersachsen;SK;0;SK
2003842;Arjo;Frische;;male;1935-05-15;92696;FlossenbĂĽrg;Bayern;AT;2;AT
2007713;Bodiel;Vulpes;;female;1925-05-15;16278;Mark Landin;Brandenburg;SK;0;SK
2006318;Florian;Dreyssig;;male;1921-05-15;99334;Ichtershausen;ThĂĽringen;AT;2;AT
2007953;HoĂ i;Karadavut;;male;1994-05-15;38448;Wolfsburg;Niedersachsen;SK;0;SK
2003370;TrĆ°Ćˇng;SchĂ¶fisch;;female;1980-05-15;19230;Toddin;Mecklenburg-Vorpommern;AT;2;AT
2004749;Deljan;Braxator;;male;1971-05-15;55606;BĂ¤rweiler;Rheinland-Pfalz;SK;0;SK
2002780;Soulaf;MĂĽlner;;female;1953-05-15;19348;Nebelin;Brandenburg;DE;1;DE
2003041;Desanka;Volz;;female;1937-05-15;4886;Beilrode;Sachsen;AT;2;AT
2003609;Evgen'evna;Leichtweiss;;female;2004-05-15;6246;Delitz am Berge;Sachsen-Anhalt;AT;2;AT
2001906;Siddhant;Karacaoglu;;male;1999-05-15;41061;MĂ¶nchengladbach;Nordrhein-Westfalen;SK;0;SK
2009727;Cornelius;Wentzel;;male;1987-05-15;15517;FĂĽrstenwalde/Spree FĂĽrstenwalde;Brandenburg;SK;0;SK
2006406;Savas;Jungk;;male;1972-05-15;16307;Radekow;Brandenburg;AT;2;AT
2004724;Kaukab;Witthaupt;;female;1966-05-15;87757;Kirchheim in Schwaben;Bayern;AT;2;AT
2006347;Atrissa;Leihs;;female;1958-05-15;55469;Altweidelbach;Rheinland-Pfalz;SK;0;SK
2001066;Aniekan;Thiesemann;;male;1942-05-15;58256;Ennepetal;Nordrhein-Westfalen;SK;0;SK
2000753;Era;Neumeir;;female;1938-05-15;8396;Oberwiera;Sachsen;AT;2;AT
2004793;Esmee;Kiljan;;female;2003-06-15;76857;Ramberg;Rheinland-Pfalz;AT;2;AT
2009298;Wilbert;Setzer;;male;1992-06-15;76831;Heuchelheim-Klingen;Rheinland-Pfalz;DE;1;DE
2005475;Mayron;Henhsen;;male;1958-06-15;56254;MĂĽden;Rheinland-Pfalz;SK;0;SK
2004904;Loufina;Seyberth;;female;1921-06-15;21514;Hornbek;Schleswig-Holstein;AT;2;AT
2005345;Birgit;Sakai;;female;1979-06-15;57612;Volkerzen;Rheinland-Pfalz;AT;2;AT
2009160;Kumiko;Vogels;;female;1921-06-15;77887;Sasbachwalden;Baden-WĂĽrttemberg;DE;1;DE
2008993;Sookie;Perchtold;;female;2009-05-14;18573;Dreschvitz;Mecklenburg-Vorpommern;AT;2;AT
2009942;Karan;Weinard;;male;1980-05-14;15910;Unterspreewald;Brandenburg;DE;1;DE
2005879;Denni;Kubacek;;male;1964-05-14;18569;Trent;Mecklenburg-Vorpommern;AT;2;AT
2001626;Firanoly;El;;female;1951-05-14;55278;Friesenheim;Rheinland-Pfalz;SK;0;SK
2005805;Tihomirov;Kretz;;male;1949-05-14;33100;Paderborn;Nordrhein-Westfalen;AT;2;AT
2005829;Dubois;Fronmaier;;male;1938-05-14;6369;Zehbitz;Sachsen-Anhalt;AT;2;AT
2008033;Kyra-Joleen;Oberheidt;;female;1934-05-14;30459;Hannover;Niedersachsen;SK;0;SK
2009157;Ahmet-Asaf;Ondrackova;;male;1920-05-14;95466;Kirchenpingarten;Bayern;AT;2;AT
2000586;Khadre;Eichelhart;;male;2001-01-14;57629;Limbach;Rheinland-Pfalz;DE;1;DE
2004570;Raees;MĂ¤usnest;;male;1976-01-14;33106;Paderborn;Nordrhein-Westfalen;AT;2;AT
2010056;Alanis;MuĂźil;;female;1951-01-14;6766;Wolfen;Sachsen-Anhalt;SK;0;SK
2005587;LorĂˇnd;GramĂĽller;;male;1938-01-14;99955;HaussĂ¶mmern;ThĂĽringen;SK;0;SK
2005939;Jaylen;Kurtscheidt;;male;1926-01-14;79194;Heuweiler;Baden-WĂĽrttemberg;SK;0;SK
2005391;Chahrazed;Klinglmayr;;female;1958-01-14;6429;Gerbitz;Sachsen-Anhalt;SK;0;SK
2007395;Laea;Sebastiano;;female;1953-01-14;29465;Schnega Gielauer MĂĽhle;Niedersachsen;AT;2;AT
2001486;NoĂ¨lie;HĂĽg;;female;1936-01-14;79215;Elzach;Baden-WĂĽrttemberg;DE;1;DE
2008456;Jamin;MĂĽnstermann;;male;1933-01-14;21035;Hamburg AllermĂ¶he;Hamburg;AT;2;AT
2007208;Lindiwe;Mevihsen;;female;1982-01-14;26316;Varel GrĂĽnenkamp;Niedersachsen;DE;1;DE
2001547;Can-Nebi;Wendt;;male;1981-01-14;6258;Schkopau Korbetha;Sachsen-Anhalt;SK;0;SK
2003351;Zainab;Kowalew;;female;1962-01-14;7429;DĂ¶schnitz;ThĂĽringen;DE;1;DE
2003295;Stavro;Rosenlacher;;male;1960-01-14;18586;Gager;Mecklenburg-Vorpommern;AT;2;AT
2002922;Viktorovna;Prusas;;female;1990-02-14;98617;ObermaĂźfeld-Grimmenthal;ThĂĽringen;SK;0;SK
2005469;Quáşż;Grasskemper;;male;1989-02-14;80937;MĂĽnchen;Bayern;AT;2;AT
2003447;Hui-Hsin;Stokman;;female;1986-02-14;81243;MĂĽnchen;Bayern;DE;1;DE
2005154;Reema;DiezelmĂĽller;;female;1982-02-14;67808;Imsweiler;Rheinland-Pfalz;DE;1;DE
2001393;Sayani;Thijssen;;male;1921-02-14;83209;Prien am Chiemsee;Bayern;SK;0;SK
2002257;Lalith;Gust;;male;1981-02-14;87782;Unteregg;Bayern;SK;0;SK
2006816;Polykarp;Wassilewsky;;male;1936-02-14;70499;Stuttgart Zuffenhausen;Baden-WĂĽrttemberg;AT;2;AT
2004600;Suzette;Maelzner;;female;1991-02-14;64405;Fischbachtal;Hessen;DE;1;DE
2000461;Linnart;Erler;;male;1961-02-14;25774;Krempel;Schleswig-Holstein;SK;0;SK
2005317;Winby;Wetekamp;;male;1922-02-14;78647;Trossingen;Baden-WĂĽrttemberg;AT;2;AT
2004640;Emelie-Sophie;Schaepers;;female;2002-02-14;92259;Neukirchen bei Sulzbach-Rosenberg;Bayern;SK;0;SK
2008884;Philip;Paulus;;female;2000-02-14;79682;Todtmoos;Baden-WĂĽrttemberg;DE;1;DE
2003660;Shahzad;Havner;;male;1997-02-14;4357;Leipzig;Sachsen;SK;0;SK
2002281;Amy-Louisa;SchloĂźhauer;;female;1993-02-14;34121;Kassel;Hessen;DE;1;DE
2008908;Anuri;Wodars;;female;1993-02-14;93099;MĂ¶tzing;Bayern;DE;1;DE
2005277;Maritta;Legrand;;female;1952-02-14;1994;Schipkau;Brandenburg;SK;0;SK
2004804;Fynn-Lucas;Hoch;;male;1942-02-14;16348;Stolzenhagen;Brandenburg;SK;0;SK
2009231;Hasim;Otjen;;male;1935-02-14;85764;OberschleiĂźheim;Bayern;AT;2;AT
2000727;Jasha;GĂ¶tzlaff;;male;1930-02-14;6724;Spora;Sachsen-Anhalt;AT;2;AT
2005662;Tibor;Frik;;male;1929-02-14;24811;Owschlag;Schleswig-Holstein;SK;0;SK
2002736;Olouwafoumi;Kreickenbom;;female;1993-03-14;6917;Jessen (Elster) Arnsdorf;Sachsen-Anhalt;AT;2;AT
2003728;Thá»‹nh;Joist;;male;1966-03-14;84095;Furth;Bayern;AT;2;AT
2003600;Loic;Bertrand;;male;1960-03-14;88637;Leibertingen;Baden-WĂĽrttemberg;AT;2;AT
2000238;Quyhn-Malia;WeiĂźert;;female;1956-03-14;97078;WĂĽrzburg;Bayern;SK;0;SK
2005368;Nazdar;ScholtiĂźek;;female;2007-03-14;3172;Gastrose-Kerkwitz;Brandenburg;DE;1;DE
2005095;Reba;Nikolov;;female;1972-03-14;85757;Karlsfeld;Bayern;AT;2;AT
2002815;Succes;Tiel;;female;1963-03-14;53520;Wershofen;Rheinland-Pfalz;SK;0;SK
2000501;Cordula;Haasse;;female;1959-03-14;26474;Spiekeroog;Niedersachsen;DE;1;DE
2003053;Stina;Kothes;;female;1957-03-14;73765;Neuhausen auf den Fildern;Baden-WĂĽrttemberg;DE;1;DE
2005061;Eyyub-Hasan;BrunnenmĂĽller;;male;1947-03-14;22395;Hamburg Sasel;Hamburg;AT;2;AT
2004327;Emmely;Mikolajczyk;;female;1941-03-14;12099;Berlin;Berlin;AT;2;AT
2003445;Anastasios;Siebott;;male;1930-03-14;36160;Dipperz;Hessen;DE;1;DE
2003642;Ă‰louann;KortĂĽmm;;male;1920-03-14;39606;Behrendorf;Sachsen-Anhalt;DE;1;DE
2007656;Jovo-BeĹˇo;Fojcik;;male;2004-03-14;53520;MĂĽllenbach;Rheinland-Pfalz;DE;1;DE
2002520;Saja;HĂĽg;;female;2000-03-14;97258;Hemmersheim;Bayern;AT;2;AT
2005370;Sekina;Leonhards;;female;1977-03-14;25364;Westerhorn;Schleswig-Holstein;DE;1;DE
2008959;Yemoley;Stankewicz;;female;1951-03-14;85406;Zolling;Bayern;DE;1;DE
2004271;Billy;Simonides;;male;1932-03-14;35287;AmĂ¶neburg;Hessen;AT;2;AT
2003522;Amilya;Schulmeister;;female;1922-03-14;6369;GroĂźbadegast;Sachsen-Anhalt;SK;0;SK
2004952;Gal;BĂ¶hm;;male;2004-05-14;6869;WĂ¶rpen;Sachsen-Anhalt;AT;2;AT
2005474;Chantal;Vorbrod;;female;1988-05-14;23816;Bebensee;Schleswig-Holstein;DE;1;DE
2003100;Mascha;Aktepe;;female;1956-05-14;54673;Muxerath;Rheinland-Pfalz;AT;2;AT
2004519;Fritjof;Berghout;;male;1956-05-14;33803;Steinhagen;Nordrhein-Westfalen;DE;1;DE
2004608;Nikkita;Veit;;female;1939-05-14;22337;Hamburg Ohlsdorf;Hamburg;SK;0;SK
2006648;Gal;Klages;;male;1937-05-14;56220;Sankt Sebastian;Rheinland-Pfalz;SK;0;SK
2003416;San;BethfĂĽhr;;male;2000-05-14;94439;RoĂźbach;Bayern;DE;1;DE
2005379;Elisa-Zara;de Haen;;female;1978-05-14;14550;Krielow;Brandenburg;AT;2;AT
2001588;Erick;Krawiecka;;male;1965-05-14;84533;Stammham;Bayern;DE;1;DE
2009218;Ajdin;LĂĽtzenburger;;male;1922-05-14;34497;Korbach;Hessen;SK;0;SK
2009545;Damianos;Sedlak;;male;2002-05-14;99610;Kleinbrembach;ThĂĽringen;SK;0;SK
2009456;Jorick;PrĂĽfer;;male;1998-05-14;87739;Breitenbrunn;Bayern;SK;0;SK
2002593;Lexi;Beumers;;female;1977-05-14;25582;Looft;Schleswig-Holstein;SK;0;SK
2004037;Felte;Mallinovsky;;male;1932-05-14;21785;Neuhaus an der Oste;Niedersachsen;AT;2;AT
2006122;Marilen;KĂ¶rtje;;female;2003-06-14;10178;Berlin;Berlin;SK;0;SK
2008696;Takoia;Meschede;;female;1983-06-14;75248;Ă–lbronn-DĂĽrrn;Baden-WĂĽrttemberg;AT;2;AT
2004134;AsmĂ®n;Hackenschmid;;female;1976-06-14;67229;Gerolsheim;Rheinland-Pfalz;AT;2;AT
2004276;Georgieva;Blechschmidt;;female;1950-06-14;39638;Gardelegen;Sachsen-Anhalt;SK;0;SK
2007089;Thang;JannĂźen;;male;1941-06-14;25767;Arkebek;Schleswig-Holstein;AT;2;AT
2001862;Kabelo;Stegmueller;;female;1930-06-14;39624;Winkelstedt;Sachsen-Anhalt;DE;1;DE
2007465;Mert-Metin;BĂ¶ddicker;;male;1920-06-14;88255;Baindt;Baden-WĂĽrttemberg;SK;0;SK
2008694;Suad;GrĂ¶nwaldt;;male;1996-06-14;67823;Lettweiler;Rheinland-Pfalz;DE;1;DE
2007217;Cadie;TĂ¶nneĂźen;;female;1962-06-14;15848;Friedland LeiĂźnitz;Brandenburg;AT;2;AT
2009186;Tijan;Klaesius;;male;1960-06-14;95496;GlashĂĽtten;Bayern;SK;0;SK
2009983;Nouran;StĂ¶cklhuber;;female;1953-06-14;55595;Sankt Katharinen;Rheinland-Pfalz;AT;2;AT
2009771;Melina-Celine;Lindler;;female;1947-06-14;25876;Wisch;Schleswig-Holstein;AT;2;AT
2004304;Darin;Jungnikel;;male;1923-06-14;28237;Bremen;Bremen;AT;2;AT
2006900;Arein;Everard;;male;2005-05-13;96369;WeiĂźenbrunn;Bayern;SK;0;SK
2002767;Leon;Hauck;;female;2003-05-13;39175;Woltersdorf;Sachsen-Anhalt;AT;2;AT
2008526;Dylan;Adamse;;male;1967-05-13;19089;Tramm;Mecklenburg-Vorpommern;DE;1;DE
2006072;Jamaier;Maretzek;;male;1961-05-13;66500;Hornbach;Rheinland-Pfalz;DE;1;DE
2009151;Franca;Devecioglu;;female;1987-01-13;85296;Rohrbach;Bayern;DE;1;DE
2000561;Yuno;Vasilenko;;female;1978-01-13;54597;Lascheid;Rheinland-Pfalz;DE;1;DE
2003144;Efsun;MĂ¶rtelmeier;;female;1969-01-13;94143;Grainet;Bayern;SK;0;SK
2001168;Carla;Uhlemeier;;female;1965-01-13;24376;Kappeln;Schleswig-Holstein;AT;2;AT
2002981;Gereon;Heringer;;male;1961-01-13;2999;Lohsa;Sachsen;AT;2;AT
2002989;Aurora-Serena;Nehling;;female;1993-01-13;97753;Karlstadt;Bayern;AT;2;AT
2002416;Phaedra;GerstkĂ¤mper;;female;1966-01-13;22111;Hamburg Billstedt;Hamburg;DE;1;DE
2006631;YiÄźit;Schummers;;male;1961-01-13;15345;Oberbarnim Klosterdorf;Brandenburg;AT;2;AT
2000464;Walther;HoffschrĂ¶r;;male;1953-01-13;7950;Merkendorf;ThĂĽringen;SK;0;SK
2001503;Chaja;Seyppel;;female;1947-01-13;29471;Gartow;Niedersachsen;SK;0;SK
2009407;Yasa;Demirhan;;male;1941-01-13;8459;Neukirchen/PleiĂźe;Sachsen;DE;1;DE
2007798;Yelbi;Schwarzien;;female;1926-01-13;65197;Wiesbaden;Hessen;DE;1;DE
2009073;Aalijah-Joleen;Seebert;;female;2004-01-13;84030;Ergolding;Bayern;SK;0;SK
2004968;Anaya;Jakubik;;female;2001-01-13;18292;Bellin;Mecklenburg-Vorpommern;SK;0;SK
2000460;Queen;Karlin;;female;1999-01-13;67596;Dittelsheim-HeĂźloch;Rheinland-Pfalz;DE;1;DE
2008605;Kadar;Jungclaushen;;female;1996-01-13;74420;Oberrot;Baden-WĂĽrttemberg;AT;2;AT
2002893;Tyler;Jatzlauck;;female;1990-01-13;38479;Tappenbeck;Niedersachsen;SK;0;SK
2006429;Tundzhay;Duehrkoop;;female;1986-01-13;25938;Utersum;Schleswig-Holstein;AT;2;AT
2008697;Kalla;Kaminzky;;female;1978-01-13;99439;Neumark;ThĂĽringen;DE;1;DE
2000612;Sonia;Lambardt;;female;1971-01-13;65189;Wiesbaden;Hessen;SK;0;SK
2007873;Richard;Traud;;female;1966-01-13;24241;Grevenkrug;Schleswig-Holstein;SK;0;SK
2008316;Antonyo;Lindele;;male;1963-01-13;86706;Weichering;Bayern;DE;1;DE
2003069;Marie-Louise;Weisschu;;female;1944-01-13;80336;MĂĽnchen;Bayern;SK;0;SK
2005051;FatmĂ©;Schimmek;;female;1944-01-13;67808;WĂĽrzweiler;Rheinland-Pfalz;SK;0;SK
2005193;AslÄ±-Nezafet;Kaffka;;female;1932-01-13;84573;SchĂ¶nberg;Bayern;DE;1;DE
2001026;Jenny;Kools;;female;1998-02-13;6429;Pobzig;Sachsen-Anhalt;DE;1;DE
2006348;Stian;Kolodziejczyk;;male;1993-02-13;88636;Illmensee;Baden-WĂĽrttemberg;AT;2;AT
2010107;Wenzira;GĂĽlsoy;;female;1982-02-13;13057;Berlin;Berlin;SK;0;SK
2001713;Amanuel;JĂ¶tzlaff;;male;1976-02-13;95138;Bad Steben;Bayern;DE;1;DE
2002657;Nurettin;FaĂźbaender;;male;1970-02-13;71282;Hemmingen;Baden-WĂĽrttemberg;SK;0;SK
2000845;Esma;Guntram;;female;1932-02-13;17213;GĂ¶hren-Lebbin;Mecklenburg-Vorpommern;AT;2;AT
2000549;Wolfred;Eckkardt;;male;1925-02-13;8107;Hirschfeld;Sachsen;DE;1;DE
2004575;AlexsandroviÄŤ;Rolf;;male;1994-02-13;31622;Heemsen;Niedersachsen;SK;0;SK
2008121;Zoe;von Janson;;female;1985-02-13;24145;Kiel;Schleswig-Holstein;SK;0;SK
2009741;Relja;Salcan;;male;1973-02-13;18195;Zarnewanz;Mecklenburg-Vorpommern;AT;2;AT
2006175;Kelig;TheĂźmann;;male;1968-02-13;23730;Schashagen;Schleswig-Holstein;AT;2;AT
2007863;Sandrine;Okumus;;female;1961-02-13;79292;Pfaffenweiler;Baden-WĂĽrttemberg;AT;2;AT
2005021;Letta;Rudkowski;;female;1948-02-13;56729;Arft;Rheinland-Pfalz;DE;1;DE
2008160;Fatima-Reem;Neugebaur;;female;1947-02-13;79802;Dettighofen;Baden-WĂĽrttemberg;DE;1;DE
2000218;Logan;Faul;;female;1938-02-13;7318;Saalfeld/Saale;ThĂĽringen;DE;1;DE
2000832;Arthas;Hochgreve;;male;1937-02-13;54317;Korlingen;Rheinland-Pfalz;DE;1;DE
2008790;Jula;Feiden;;female;2003-02-13;17237;Carpin;Mecklenburg-Vorpommern;SK;0;SK
2002627;Kena;Dreiseidler;;female;2002-02-13;49424;Goldenstedt;Niedersachsen;SK;0;SK
2007026;Skyler-Horatio;AltemĂĽller;;male;1982-02-13;35619;Braunfels Tiefenbach;Hessen;SK;0;SK
2007508;Ueto;Giermanns;;male;1975-02-13;14823;MĂĽhlenflieĂź;Brandenburg;AT;2;AT
2009714;Sonnah;BĂ¶ffel;;female;1943-02-13;35232;Dautphetal;Hessen;AT;2;AT
2000846;Veskova;BĂ¤umers;;female;1935-02-13;76889;Steinfeld;Rheinland-Pfalz;SK;0;SK
2003840;Palmer;Weidl;;male;1921-02-13;7589;MĂĽnchenbernsdorf;ThĂĽringen;SK;0;SK
2009054;Edeltraut;MĂĽhlenkamp;;female;2000-02-13;24326;Ascheberg;Schleswig-Holstein;SK;0;SK
2006620;Nic;Blumenberger;;male;1974-02-13;66903;Dittweiler;Rheinland-Pfalz;SK;0;SK
2008895;Cristina;RietmĂĽller;;female;1972-02-13;56424;Ebernhahn;Rheinland-Pfalz;DE;1;DE
2009377;Amonn;Leisner;;male;1946-02-13;17091;Wolde;Mecklenburg-Vorpommern;AT;2;AT
2007262;Kiyomi;Scheuble;;female;1940-02-13;21382;Brietlingen;Niedersachsen;AT;2;AT
2008649;Hilaria;Szymzsak;;female;2006-03-13;39638;JĂ¤venitz;Sachsen-Anhalt;AT;2;AT
2009273;Sampito;Petermair;;male;1964-03-13;7924;EĂźbach;ThĂĽringen;DE;1;DE
2002360;Jupiter;Niemeier;;male;1995-03-13;6420;Golbitz;Sachsen-Anhalt;AT;2;AT
2004322;Dorothy;Maerkl;;female;1991-03-13;15831;GroĂź Kienitz;Brandenburg;SK;0;SK
2007355;Oluwatolani;Altuntop;;female;1969-03-13;37293;Herleshausen;Hessen;DE;1;DE
2007805;Alexandrine;Bargen;;female;1930-03-13;3253;Hennersdorf;Brandenburg;AT;2;AT
2009453;AymĂ©e;Frohwieser;;female;1971-03-13;91608;Geslau;Bayern;SK;0;SK
2001189;Sofiane;GĂ¶belt;;male;1959-03-13;6493;Dankerode;Sachsen-Anhalt;AT;2;AT
2003711;Twan;NiclauĂź;;male;1959-03-13;76707;HambrĂĽcken;Baden-WĂĽrttemberg;SK;0;SK
2007973;Winwayu;HĂ¤berlin;;male;1950-03-13;7426;Oberhain;ThĂĽringen;SK;0;SK
2009626;Ilianova;Jesheit;;female;1948-03-13;18574;Zudar;Mecklenburg-Vorpommern;DE;1;DE
2005217;Husam;de Buhr;;male;2006-05-13;95339;Neuenmarkt;Bayern;SK;0;SK
2004987;Lajan;Goetzcke;;female;2003-05-13;29499;Zernien;Niedersachsen;DE;1;DE
2005617;Rashkov;Lexen;;male;1958-05-13;21784;Geversdorf;Niedersachsen;SK;0;SK
2004990;Bedir;Jantzon;;male;1937-05-13;54439;Saarburg;Rheinland-Pfalz;AT;2;AT
2001557;Tuyen;Isenhuth;;female;2003-05-13;91346;Wiesenttal;Bayern;DE;1;DE
2007248;Josias;Schweinefuss;;male;1987-05-13;74385;Pleidelsheim;Baden-WĂĽrttemberg;DE;1;DE
2001945;Kaisa;RĂĽpp;;female;1980-05-13;23774;Heiligenhafen;Schleswig-Holstein;DE;1;DE
2004880;Randall;Woitczik;;male;1977-05-13;39291;MĂ¶ser;Sachsen-Anhalt;SK;0;SK
2009332;Mariama;Ludewigs;;female;1966-05-13;24398;DĂ¶rphof;Schleswig-Holstein;AT;2;AT
2004307;Clasina;GrĂ¶sslein;;female;1959-05-13;20539;Hamburg;Hamburg;AT;2;AT
2000577;Syed;Nolder;;male;1957-05-13;61352;Bad Homburg vor der HĂ¶he;Hessen;DE;1;DE
2007570;Kal-El;Settelmeyer;;male;1935-05-13;6618;GĂ¶rschen;Sachsen-Anhalt;SK;0;SK
2005298;InĂ©s;Poljack;;female;1999-05-13;54649;Manderscheid;Rheinland-Pfalz;AT;2;AT
2008091;Marlien;Dreefs;;female;1994-05-13;45879;Gelsenkirchen;Nordrhein-Westfalen;DE;1;DE
2005676;Gweth;Thomaschowski;;male;1991-05-13;25718;Friedrichskoog;Schleswig-Holstein;AT;2;AT
2008014;Aseel;Dolezel;;female;1979-05-13;90765;FĂĽrth;Bayern;DE;1;DE
2008175;Alparslan-Emin;EllsĂ¤Ăźer;;male;1961-05-13;4603;Saara;ThĂĽringen;AT;2;AT
2008869;Olalekan;Ispir;;male;1950-05-13;92699;Irchenrieth;Bayern;AT;2;AT
2004494;Lillianna;Ennulath;;female;1945-05-13;90768;FĂĽrth;Bayern;SK;0;SK
2007856;Jan-Simon;Jakobson;;male;1941-05-13;23923;SchĂ¶nberg;Mecklenburg-Vorpommern;SK;0;SK
2007142;Ecesu;Kuhnert;;female;1922-05-13;88289;Waldburg;Baden-WĂĽrttemberg;AT;2;AT
2002655;Lia-Nour;Janzon;;female;2007-06-13;13583;Berlin;Berlin;DE;1;DE
2003344;Evrim;Mark;;female;2001-06-13;67258;HeĂźheim;Rheinland-Pfalz;DE;1;DE
2007406;Xhensila;Holtebrink;;female;1998-06-13;84323;Massing;Bayern;DE;1;DE
2003084;Cajus;Varenholt;;male;1978-06-13;4617;LĂ¶dla;ThĂĽringen;AT;2;AT
2008395;Adhim;Ceyhan;;male;1939-06-13;7551;Gera;ThĂĽringen;AT;2;AT
2007173;Mizzi;OhlemĂĽller;;female;1967-06-13;16928;Boddin-Langnow;Brandenburg;SK;0;SK
2002531;Jeannina;Bozdemir;;female;1923-06-13;30826;Garbsen;Niedersachsen;DE;1;DE
2009381;John-Jamie;von Wysocki;;male;2008-05-12;54456;Tawern;Rheinland-Pfalz;AT;2;AT
2002528;Andra;Nobars;;female;2000-05-12;19386;Wahlstorf;Mecklenburg-Vorpommern;SK;0;SK
2009906;Hamit;DĂ¶ppenschmied;;male;1990-05-12;16775;Schulzendorf;Brandenburg;SK;0;SK
2009562;Thordis;Hammans;;female;1986-05-12;93486;Runding;Bayern;SK;0;SK
2003270;Cleofe;Schafarik;;female;1967-05-12;24235;Wendtorf;Schleswig-Holstein;SK;0;SK
2004427;Houefa;Hadamzick;;female;1962-05-12;55768;HoppstĂ¤dten-Weiersbach;Rheinland-Pfalz;SK;0;SK
2002508;Zuri;Himmelsbach;;male;1959-05-12;39359;Eickendorf;Sachsen-Anhalt;DE;1;DE
2010046;Laurel;JĂĽrgenlohmann;;male;1922-05-12;89191;Nellingen Oppingen;Baden-WĂĽrttemberg;AT;2;AT
2005725;MĂ©lodie;Fundheller;;female;2006-01-12;88631;Beuron;Baden-WĂĽrttemberg;AT;2;AT
2009587;Keiko;Sievert;;female;2003-01-12;2979;Spreetal;Sachsen;DE;1;DE
2008380;Konstancja;Reinkensmeier;;female;2002-01-12;24616;Sarlhusen;Schleswig-Holstein;SK;0;SK
2003251;Adil-Ayaan;Deinhardt;;male;2000-01-12;97277;Neubrunn;Bayern;DE;1;DE
2005754;Saskia;Busatis;;female;1976-01-12;20459;Hamburg Sankt Pauli;Hamburg;DE;1;DE
2009142;Finn-Jonathan;Nicolayson;;male;1968-01-12;71729;Erdmannhausen;Baden-WĂĽrttemberg;SK;0;SK
2002560;SerhiioviÄ‡;Grigatis;;male;1946-01-12;54526;Landscheid;Rheinland-Pfalz;SK;0;SK
2001133;Mikel;WĂĽlfing;;male;1935-01-12;88379;Guggenhausen;Baden-WĂĽrttemberg;SK;0;SK
2000611;Muadh;Clausing;;male;1929-01-12;15377;Oberbarnim Grunow;Brandenburg;DE;1;DE
2008132;Jean-Elias;Kuechler;;male;2000-01-12;10585;Berlin;Berlin;SK;0;SK
2007363;Beatrix;Matschijewsky;;female;1973-01-12;85467;Neuching;Bayern;DE;1;DE
2009636;Faye;Cornmesser;;female;1958-01-12;82441;Ohlstadt;Bayern;AT;2;AT
2001032;Marieke;Urbscheid;;female;1946-01-12;99638;Griefstedt;ThĂĽringen;SK;0;SK
